Age,Gender,Job Type,Daily Social Media Time,Social Platform Preference,Number of Notifications,Work Hours per Day,Perceived Productivity Score,Actual Productivity Score,Stress Level,Sleep Hours,Screen Time Before Sleep,Breaks During Work,Uses Focus Apps,Has Digital Wellbeing Enabled,Coffee Consumption per Day,Days Feeling Burnout per Month,Weekly Offline Hours,Job Satisfaction Score
25.0,Female,IT,5.08,Instagram,63.0,4.46,4.11,3.62,4.0,6.97,0.53,10.0,False,False,3.0,18.0,0.0,3.12
28.0,Male,Student,1.23,TikTok,47.0,8.66,4.64,4.57,6.0,7.25,0.36,1.0,False,True,1.0,10.0,0.0,5.14
49.0,Female,Student,2.88,TikTok,52.0,7.84,3.74,3.29,9.0,5.3,0.63,7.0,False,False,3.0,26.0,2.17,2.19
21.0,Female,Finance,2.05,Twitter,45.0,9.17,2.73,2.8,2.0,8.7,1.52,6.0,True,False,1.0,8.0,5.51,4.88
41.0,Female,Unemployed,3.84,Facebook,67.0,7.96,6.98,5.65,9.0,4.4,1.26,4.0,False,False,2.0,28.0,12.48,6.19
33.0,Male,Education,4.23,Instagram,72.0,6.91,2.3,2.13,9.0,7.1,1.33,6.0,False,False,3.0,26.0,7.21,2.99
64.0,Female,Unemployed,0.85,Facebook,72.0,7.56,2.68,3.61,10.0,6.16,0.07,10.0,False,False,2.0,3.0,22.34,3.05
39.0,Male,Finance,0.68,TikTok,61.0,7.18,2.14,2.68,6.0,6.1,0.01,9.0,True,True,3.0,13.0,10.93,3.41
53.0,Male,IT,3.42,Instagram,67.0,1.54,2.99,4.03,6.0,6.54,0.88,9.0,False,True,1.0,22.0,24.4,4.6
63.0,Female,Finance,0.0,Instagram,68.0,4.93,7.43,6.65,5.0,6.05,2.25,8.0,False,True,1.0,9.0,14.46,8.15
42.0,Female,Student,1.19,Instagram,53.0,4.71,4.37,3.89,6.0,5.93,0.41,5.0,False,False,3.0,7.0,2.9,3.19
39.0,Male,Health,5.52,Facebook,67.0,6.3,8.11,7.15,9.0,3.56,0.37,4.0,True,True,3.0,0.0,13.32,8.19
40.0,Female,Education,5.69,Telegram,58.0,4.72,8.12,7.95,10.0,6.15,0.04,3.0,True,True,1.0,27.0,10.18,8.84
49.0,Male,Unemployed,6.1,TikTok,68.0,5.48,8.02,6.64,6.0,8.23,1.8,3.0,False,False,3.0,7.0,23.87,5.44
44.0,Male,Health,5.76,Telegram,52.0,4.13,2.97,1.88,9.0,8.44,1.6,7.0,False,True,0.0,0.0,8.34,3.14
62.0,Female,Health,3.04,Twitter,66.0,6.02,7.55,6.13,5.0,7.3,1.0,4.0,False,False,0.0,5.0,8.69,6.08
36.0,Male,Finance,0.0,Facebook,64.0,7.22,3.17,3.16,3.0,6.59,0.78,7.0,True,False,1.0,21.0,0.88,1.68
36.0,Female,IT,2.01,Instagram,47.0,10.56,8.57,7.33,8.0,6.7,0.94,7.0,False,False,5.0,11.0,10.94,6.21
51.0,Male,IT,2.43,Instagram,62.0,6.88,5.1,4.4,3.0,6.67,0.08,2.0,False,False,1.0,25.0,8.39,3.55
46.0,Male,Health,2.22,TikTok,57.0,5.4,5.17,5.01,3.0,8.45,1.58,7.0,False,False,3.0,0.0,3.28,6.35
59.0,Female,Health,2.91,Telegram,49.0,7.34,3.33,4.15,7.0,3.63,0.97,7.0,True,False,4.0,10.0,0.0,7.34
22.0,Male,Finance,3.09,TikTok,71.0,7.0,7.49,6.92,7.0,6.39,0.0,6.0,False,False,2.0,23.0,5.42,6.07
29.0,Male,IT,4.57,TikTok,49.0,8.19,4.66,4.71,1.0,9.14,0.81,9.0,False,False,2.0,21.0,7.89,4.02
19.0,Male,Student,5.63,Twitter,51.0,6.73,6.29,5.72,8.0,6.42,0.0,10.0,False,False,0.0,14.0,6.84,6.74
42.0,Female,Student,4.99,Instagram,55.0,9.28,6.6,6.73,4.0,3.19,2.19,10.0,False,False,2.0,21.0,4.19,6.89
27.0,Female,Education,5.0,Telegram,62.0,7.43,2.69,1.85,3.0,7.35,1.63,1.0,False,False,1.0,26.0,19.69,3.09
23.0,Male,Health,3.45,Twitter,66.0,5.2,7.53,6.63,4.0,6.05,0.0,7.0,False,True,1.0,7.0,0.0,6.18
44.0,Female,Student,3.2,Facebook,59.0,3.65,7.78,7.51,7.0,4.79,1.13,0.0,False,False,1.0,14.0,10.35,7.23
52.0,Female,Health,13.46,TikTok,63.0,6.24,5.4,5.03,4.0,5.57,0.8,8.0,False,False,0.0,25.0,0.0,4.8
27.0,Male,Health,4.4,Facebook,55.0,7.84,4.04,3.5,1.0,7.83,1.64,9.0,False,False,3.0,12.0,1.34,2.88
54.0,Male,IT,2.35,Twitter,59.0,5.88,2.97,2.52,4.0,4.56,2.03,7.0,True,False,2.0,20.0,13.96,1.22
52.0,Female,Unemployed,1.47,TikTok,54.0,8.43,3.94,3.31,9.0,5.92,1.47,9.0,False,False,1.0,25.0,10.11,4.09
54.0,Male,Health,4.3,TikTok,58.0,6.05,3.02,3.03,1.0,5.23,0.74,9.0,False,False,0.0,0.0,3.79,3.27
57.0,Male,IT,3.79,TikTok,70.0,8.88,6.28,5.66,4.0,5.11,1.77,4.0,False,False,2.0,29.0,12.93,4.58
48.0,Male,IT,2.27,Facebook,59.0,6.25,5.43,4.37,9.0,5.53,1.02,0.0,True,False,3.0,30.0,15.97,6.1
60.0,Female,Student,1.43,TikTok,68.0,5.15,6.53,5.24,8.0,5.96,1.77,6.0,False,False,0.0,15.0,24.89,5.12
45.0,Male,Unemployed,2.01,TikTok,71.0,8.85,2.4,2.64,1.0,6.28,0.16,8.0,True,True,2.0,3.0,11.59,0.12
23.0,Male,IT,2.58,TikTok,66.0,6.28,2.87,2.28,6.0,4.73,0.19,10.0,False,False,2.0,20.0,6.8,4.96
45.0,Female,Health,1.09,Facebook,58.0,8.8,3.46,3.27,2.0,4.15,1.69,4.0,False,False,4.0,6.0,13.34,3.99
41.0,Female,Unemployed,4.04,Instagram,66.0,12.0,5.15,3.73,7.0,7.95,1.62,4.0,False,False,2.0,14.0,1.47,2.48
32.0,Female,Health,3.28,TikTok,48.0,5.57,8.15,7.74,1.0,6.89,0.37,7.0,False,False,2.0,11.0,8.03,8.5
50.0,Female,Finance,5.37,Twitter,46.0,4.57,6.22,6.14,10.0,3.0,0.25,5.0,False,True,2.0,2.0,8.5,6.37
46.0,Female,Education,6.67,Telegram,63.0,8.8,5.78,4.46,2.0,7.99,0.12,8.0,False,True,3.0,17.0,15.58,4.18
64.0,Male,Education,1.55,Facebook,61.0,8.77,8.74,7.64,2.0,6.89,1.04,2.0,True,False,3.0,27.0,13.14,9.11
27.0,Female,Unemployed,1.98,Telegram,70.0,6.17,5.25,4.34,5.0,6.23,0.0,4.0,True,True,6.0,29.0,18.47,4.55
62.0,Male,Student,2.31,Facebook,64.0,6.97,8.69,8.12,9.0,6.22,0.65,9.0,True,False,2.0,31.0,9.52,8.24
47.0,Male,Unemployed,3.97,Telegram,58.0,6.84,2.55,1.59,4.0,6.02,0.55,0.0,True,False,3.0,10.0,0.0,3.33
30.0,Male,Finance,1.73,Twitter,44.0,7.3,3.67,3.43,2.0,6.55,1.55,0.0,False,True,2.0,13.0,0.0,2.65
18.0,Male,Education,2.81,Telegram,57.0,6.85,4.33,3.96,10.0,8.96,0.57,3.0,False,False,4.0,1.0,2.01,3.63
40.0,Female,Education,1.91,Facebook,72.0,5.1,4.23,3.34,2.0,6.32,1.86,4.0,True,False,2.0,26.0,8.5,1.4
23.0,Female,IT,4.25,Telegram,42.0,4.55,2.56,2.17,4.0,9.86,2.1,5.0,False,False,1.0,2.0,16.87,3.16
45.0,Male,IT,3.05,TikTok,66.0,7.27,2.73,1.6,5.0,7.93,0.45,8.0,False,True,2.0,1.0,15.33,1.1
49.0,Female,Student,4.15,Instagram,70.0,6.28,5.71,5.21,7.0,5.01,0.54,9.0,False,True,1.0,12.0,13.75,3.72
41.0,Male,Student,4.36,Twitter,58.0,5.99,2.15,1.42,10.0,7.48,1.0,1.0,False,False,1.0,26.0,25.22,3.19
58.0,Female,Finance,5.98,Instagram,57.0,9.18,2.49,2.85,10.0,6.53,1.44,6.0,False,True,2.0,28.0,9.33,2.29
42.0,Female,Unemployed,4.87,Instagram,71.0,5.37,2.51,2.49,3.0,5.36,0.51,3.0,False,True,4.0,8.0,7.85,2.56
52.0,Female,Education,1.77,Telegram,67.0,7.01,2.36,2.92,7.0,9.22,1.74,7.0,True,False,3.0,19.0,2.27,3.9
58.0,Male,Health,6.7,Telegram,61.0,7.64,2.31,0.99,5.0,5.13,1.04,10.0,False,False,6.0,25.0,7.72,0.27
34.0,Male,Student,5.32,Instagram,71.0,5.4,7.16,6.05,4.0,5.82,1.7,10.0,True,False,0.0,20.0,3.6,3.76
64.0,Male,Education,4.64,TikTok,64.0,11.23,4.86,4.08,10.0,6.97,1.32,1.0,False,False,4.0,7.0,9.33,4.55
18.0,Female,Education,3.96,TikTok,57.0,2.2,8.49,7.4,6.0,4.76,1.83,10.0,False,False,3.0,29.0,0.0,7.42
27.0,Female,Finance,0.23,TikTok,75.0,8.03,8.65,7.88,2.0,8.29,0.36,10.0,False,True,1.0,4.0,4.71,8.21
25.0,Male,IT,0.0,Twitter,62.0,5.84,3.04,2.91,4.0,8.32,2.23,10.0,False,False,2.0,30.0,5.29,2.44
59.0,Female,Student,3.14,Telegram,68.0,6.72,7.17,6.23,8.0,6.81,0.51,5.0,True,False,1.0,27.0,10.06,7.43
25.0,Male,Education,3.6,TikTok,62.0,9.44,8.32,8.1,7.0,7.6,0.58,10.0,False,True,3.0,18.0,6.83,9.32
18.0,Female,Unemployed,4.44,Facebook,57.0,5.57,3.33,3.46,2.0,6.68,1.01,4.0,False,True,2.0,29.0,6.38,3.94
65.0,Female,Education,1.17,Instagram,42.0,4.91,6.08,5.35,1.0,6.41,0.0,6.0,False,False,0.0,12.0,26.01,4.27
42.0,Female,IT,6.8,Telegram,59.0,7.39,6.14,6.29,7.0,7.17,1.24,6.0,False,False,0.0,29.0,19.68,6.8
41.0,Female,Student,2.97,Instagram,64.0,7.19,3.35,3.95,5.0,7.7,0.68,1.0,False,False,2.0,27.0,12.0,3.35
64.0,Male,Finance,7.19,TikTok,73.0,7.92,5.38,5.17,6.0,3.93,1.28,4.0,False,False,1.0,17.0,7.56,4.84
47.0,Female,Unemployed,1.52,Facebook,67.0,9.77,4.7,4.0,10.0,4.35,0.86,2.0,False,False,0.0,29.0,15.03,2.81
20.0,Female,Finance,4.74,Telegram,66.0,6.52,7.28,5.92,6.0,5.65,2.7,8.0,False,True,2.0,19.0,14.91,5.75
49.0,Male,Finance,2.25,Facebook,51.0,7.21,4.84,4.94,7.0,4.48,1.79,6.0,False,False,0.0,27.0,13.93,6.57
34.0,Male,IT,3.99,Telegram,70.0,4.89,3.56,3.11,3.0,6.24,0.86,7.0,False,False,4.0,11.0,13.38,3.87
59.0,Male,Education,4.83,TikTok,51.0,8.24,3.36,3.4,10.0,9.23,1.36,0.0,False,False,2.0,20.0,17.37,3.33
56.0,Male,Unemployed,2.16,Instagram,59.0,7.72,4.55,3.9,5.0,5.05,1.31,1.0,True,False,4.0,22.0,14.28,6.68
36.0,Male,Education,6.79,Twitter,73.0,7.7,2.82,2.79,7.0,7.89,0.14,10.0,False,True,2.0,4.0,0.0,3.07
63.0,Female,Unemployed,0.0,Twitter,88.0,8.52,8.08,8.27,3.0,7.77,1.83,3.0,False,False,3.0,18.0,0.0,6.71
40.0,Male,Health,4.44,Instagram,61.0,9.41,7.25,6.61,1.0,5.0,1.46,1.0,True,False,2.0,22.0,9.24,6.24
34.0,Female,IT,4.01,Twitter,56.0,6.9,6.8,6.13,6.0,6.31,1.11,7.0,False,False,6.0,11.0,7.86,7.39
30.0,Male,Student,2.41,Facebook,54.0,8.63,3.72,3.54,2.0,4.57,0.0,7.0,False,False,1.0,5.0,0.0,2.31
35.0,Male,Student,2.32,Telegram,59.0,3.74,7.17,6.22,9.0,6.31,0.6,10.0,False,False,1.0,10.0,15.31,5.11
62.0,Male,Health,4.64,Instagram,60.0,8.17,3.66,2.87,10.0,6.73,1.57,9.0,True,False,2.0,19.0,0.0,1.44
19.0,Female,Student,4.29,Telegram,58.0,8.44,7.32,7.42,4.0,5.44,0.76,5.0,False,False,3.0,7.0,27.69,7.86
21.0,Female,Education,3.86,TikTok,58.0,6.88,4.24,3.32,5.0,6.65,0.64,9.0,False,False,1.0,6.0,14.24,3.47
26.0,Female,Finance,3.52,TikTok,71.0,7.01,2.78,3.52,4.0,6.51,0.38,8.0,False,True,0.0,4.0,7.13,4.18
38.0,Male,IT,3.13,Instagram,68.0,5.86,5.77,6.05,2.0,3.69,0.35,1.0,False,False,6.0,5.0,6.62,5.91
40.0,Male,Education,0.0,TikTok,64.0,7.02,5.38,4.21,10.0,7.47,0.94,9.0,False,False,3.0,7.0,28.48,4.52
20.0,Female,Health,5.38,Instagram,66.0,7.55,6.41,6.11,6.0,8.22,1.47,8.0,True,True,1.0,15.0,8.96,7.95
43.0,Male,Education,0.0,Instagram,55.0,6.71,8.7,8.31,1.0,6.76,1.28,1.0,False,False,3.0,3.0,0.0,8.16
64.0,Male,Education,2.6,Facebook,60.0,6.7,6.9,7.46,6.0,7.32,1.31,2.0,False,False,2.0,14.0,25.7,9.05
53.0,Female,Unemployed,2.56,TikTok,52.0,2.94,6.59,5.99,9.0,6.57,0.67,4.0,True,True,3.0,20.0,0.0,5.09
21.0,Male,Unemployed,0.0,Twitter,59.0,9.89,8.6,7.24,6.0,6.48,0.88,8.0,True,False,2.0,16.0,11.5,6.47
40.0,Female,IT,1.32,Facebook,47.0,12.0,4.34,4.06,6.0,9.72,0.26,8.0,False,False,2.0,18.0,12.49,3.4
43.0,Female,Health,3.96,Instagram,52.0,6.34,6.5,4.99,7.0,7.8,1.9,9.0,True,False,1.0,5.0,1.67,4.2
45.0,Male,Student,4.23,Twitter,54.0,11.93,6.13,5.63,2.0,7.37,0.27,8.0,True,True,5.0,13.0,10.01,5.9
32.0,Male,Education,2.53,Facebook,68.0,10.81,6.91,5.61,6.0,5.89,1.67,9.0,False,False,1.0,5.0,6.51,7.05
34.0,Female,Finance,4.07,Facebook,63.0,3.21,6.55,5.97,5.0,7.76,1.29,6.0,False,False,3.0,5.0,8.18,7.49
56.0,Female,Health,1.75,TikTok,68.0,3.46,4.51,3.46,3.0,7.54,0.85,5.0,False,False,0.0,0.0,14.45,4.54
52.0,Male,IT,5.16,Instagram,61.0,4.89,4.3,4.5,6.0,5.74,1.28,7.0,False,False,2.0,12.0,13.51,6.94
33.0,Female,Unemployed,2.42,Telegram,56.0,8.1,3.12,2.32,10.0,6.33,1.1,7.0,False,False,1.0,19.0,5.78,2.01
40.0,Male,Education,2.33,Telegram,65.0,7.59,8.69,8.46,8.0,6.58,0.86,3.0,False,False,1.0,21.0,0.0,10.0
65.0,Male,Finance,3.55,Facebook,65.0,4.58,2.76,2.45,10.0,5.43,1.04,9.0,False,False,1.0,0.0,14.01,2.39
50.0,Male,Student,1.61,TikTok,47.0,2.55,8.79,7.54,8.0,4.68,1.19,7.0,False,False,2.0,24.0,15.54,6.33
52.0,Male,Student,0.84,Facebook,50.0,7.8,5.87,5.06,7.0,9.0,0.91,2.0,True,False,0.0,16.0,14.49,5.27
41.0,Male,Student,4.3,TikTok,52.0,8.21,8.21,7.32,5.0,6.87,1.35,10.0,True,False,2.0,19.0,9.31,6.78
41.0,Male,IT,2.45,TikTok,64.0,9.76,5.62,5.24,7.0,5.97,0.0,4.0,False,False,3.0,16.0,6.84,5.31
41.0,Female,Unemployed,1.35,TikTok,60.0,5.67,7.45,6.58,3.0,6.66,1.54,4.0,False,False,1.0,20.0,0.0,6.82
36.0,Male,Health,1.47,Telegram,64.0,5.85,2.13,2.06,3.0,6.96,1.51,5.0,False,False,3.0,13.0,2.18,2.65
42.0,Female,Finance,0.0,TikTok,61.0,6.96,3.28,2.55,8.0,9.34,1.21,1.0,False,True,0.0,6.0,2.87,1.46
48.0,Male,Health,2.51,Facebook,56.0,7.25,7.72,7.36,2.0,3.96,1.62,6.0,True,False,4.0,5.0,10.56,7.36
49.0,Female,Education,2.72,Instagram,68.0,5.91,7.02,6.05,9.0,3.63,0.0,8.0,False,False,1.0,2.0,6.16,6.98
33.0,Male,Education,6.0,Twitter,52.0,6.79,4.39,3.35,9.0,7.99,0.0,9.0,False,False,2.0,9.0,12.36,2.42
52.0,Female,IT,7.88,Instagram,66.0,4.28,5.72,4.63,5.0,9.69,1.03,0.0,False,True,3.0,1.0,9.01,6.12
28.0,Male,Student,5.3,Facebook,60.0,3.72,2.2,2.68,2.0,7.27,3.0,0.0,True,False,2.0,5.0,0.0,2.71
28.0,Male,IT,4.32,Facebook,49.0,7.89,6.83,5.94,6.0,7.68,0.96,2.0,True,False,2.0,29.0,0.0,4.39
22.0,Female,IT,3.01,Instagram,62.0,6.54,3.09,2.94,3.0,7.5,1.65,3.0,False,False,2.0,19.0,14.07,2.24
40.0,Male,Finance,2.61,Facebook,51.0,11.44,5.45,4.71,4.0,7.31,0.94,3.0,True,True,3.0,30.0,10.77,3.67
46.0,Female,Unemployed,1.71,Facebook,67.0,5.78,2.72,2.58,9.0,7.63,1.69,6.0,False,True,1.0,29.0,13.21,3.07
57.0,Male,IT,5.09,Facebook,44.0,7.24,5.91,4.95,5.0,5.49,1.53,6.0,False,False,3.0,17.0,9.0,4.37
64.0,Female,Education,5.0,Instagram,47.0,8.16,2.21,2.38,1.0,6.2,1.34,4.0,False,False,2.0,30.0,16.53,1.48
49.0,Male,IT,4.13,Instagram,65.0,6.98,4.48,5.26,9.0,6.69,0.0,2.0,False,False,3.0,2.0,11.11,6.25
51.0,Female,Student,3.01,TikTok,49.0,3.76,2.71,2.06,6.0,6.25,0.83,4.0,False,False,0.0,19.0,5.01,1.1
41.0,Male,Health,4.41,Twitter,70.0,10.64,2.08,2.03,6.0,4.66,1.51,0.0,False,False,3.0,21.0,9.14,2.5
57.0,Male,Student,9.47,TikTok,62.0,8.73,2.44,2.34,3.0,5.76,0.7,9.0,False,True,4.0,26.0,7.7,3.79
38.0,Female,Health,1.76,TikTok,56.0,5.84,3.81,3.69,3.0,5.87,0.7,3.0,True,False,3.0,29.0,19.42,4.81
40.0,Female,Education,3.39,Facebook,66.0,8.75,3.46,3.67,1.0,8.44,0.67,2.0,True,False,1.0,2.0,2.87,4.2
30.0,Female,Health,0.0,Telegram,68.0,4.95,7.8,6.14,5.0,6.58,0.0,7.0,False,False,2.0,4.0,8.45,5.01
27.0,Male,Student,3.61,TikTok,60.0,6.42,6.4,4.46,8.0,5.09,0.87,0.0,False,False,4.0,19.0,16.29,4.65
31.0,Female,Unemployed,1.08,Telegram,50.0,8.13,6.53,5.07,4.0,6.95,0.19,1.0,False,False,2.0,8.0,6.3,5.75
41.0,Male,Education,2.47,TikTok,60.0,6.96,7.27,6.56,8.0,7.0,1.29,9.0,True,False,1.0,25.0,12.15,7.9
28.0,Female,Student,0.41,Facebook,67.0,6.11,2.93,2.51,1.0,7.32,1.55,10.0,False,True,1.0,8.0,10.05,1.89
20.0,Female,Student,4.95,TikTok,71.0,7.44,6.72,5.71,9.0,7.56,0.55,3.0,True,False,2.0,12.0,1.02,7.24
65.0,Female,Unemployed,5.35,Instagram,61.0,6.84,8.46,8.53,3.0,8.0,1.13,9.0,True,False,1.0,7.0,17.7,9.32
47.0,Male,Finance,0.0,TikTok,58.0,7.03,5.89,5.14,4.0,6.48,1.13,10.0,False,True,2.0,20.0,10.06,3.83
54.0,Male,Health,1.67,Facebook,51.0,7.6,8.59,7.01,3.0,6.41,0.31,8.0,False,False,2.0,11.0,17.49,7.48
24.0,Female,Education,6.82,Facebook,67.0,6.79,4.36,3.79,2.0,7.3,0.58,3.0,False,True,1.0,7.0,0.0,3.61
37.0,Male,Finance,2.91,Instagram,60.0,5.62,3.5,2.54,9.0,5.4,1.67,7.0,True,False,2.0,2.0,18.11,3.09
61.0,Female,IT,3.19,Telegram,56.0,7.91,2.31,2.4,6.0,5.81,1.84,0.0,False,False,1.0,16.0,18.1,1.42
41.0,Female,Education,4.86,Twitter,51.0,6.38,5.13,3.76,3.0,3.0,1.1,10.0,False,False,0.0,1.0,16.39,4.47
19.0,Male,IT,1.61,Facebook,67.0,10.45,4.56,4.25,5.0,8.48,2.26,3.0,False,False,3.0,27.0,13.03,4.76
46.0,Female,Student,3.62,Instagram,47.0,5.89,4.22,3.93,6.0,6.61,0.13,9.0,True,False,1.0,2.0,18.71,3.48
28.0,Male,IT,7.87,Telegram,55.0,5.31,7.35,6.91,7.0,4.27,1.04,1.0,False,False,5.0,3.0,0.0,6.67
36.0,Male,Student,2.15,Twitter,71.0,7.63,4.36,3.7,3.0,6.1,0.0,6.0,False,False,1.0,9.0,24.95,3.52
56.0,Female,Health,5.0,Telegram,56.0,10.45,2.31,2.31,5.0,8.53,0.6,1.0,True,False,5.0,16.0,12.0,2.93
38.0,Female,IT,2.76,Telegram,60.0,8.87,5.72,5.02,8.0,6.8,1.78,2.0,False,False,0.0,9.0,3.42,3.87
39.0,Female,Student,2.43,Telegram,59.0,8.09,2.43,2.41,5.0,5.78,0.46,5.0,False,True,3.0,19.0,13.5,2.84
31.0,Male,Finance,0.98,Twitter,59.0,6.02,4.43,4.34,9.0,3.77,1.01,10.0,True,False,2.0,1.0,17.4,3.88
37.0,Male,Finance,4.73,Telegram,49.0,8.41,5.56,5.02,3.0,4.0,0.42,10.0,False,False,5.0,26.0,10.73,4.42
39.0,Female,Finance,5.83,TikTok,59.0,3.93,3.34,3.46,8.0,8.68,0.92,1.0,False,False,3.0,8.0,7.42,4.29
56.0,Male,Student,1.61,Instagram,53.0,3.62,2.3,2.15,10.0,5.65,0.71,6.0,False,False,0.0,14.0,6.3,2.77
21.0,Male,Student,5.52,Telegram,74.0,9.09,7.25,6.19,6.0,6.73,1.28,4.0,False,False,1.0,20.0,5.83,5.71
46.0,Male,Unemployed,3.76,Twitter,63.0,6.67,7.95,6.72,9.0,8.85,1.82,6.0,False,True,2.0,12.0,10.95,6.11
63.0,Female,Finance,4.34,Facebook,50.0,7.14,5.61,5.09,3.0,6.07,1.42,9.0,False,False,1.0,3.0,10.41,5.18
18.0,Female,Unemployed,1.88,Telegram,70.0,3.73,6.91,5.47,5.0,6.91,1.51,4.0,False,False,3.0,4.0,7.58,5.26
29.0,Male,Finance,2.7,Twitter,58.0,6.3,6.71,5.73,4.0,6.48,1.59,3.0,False,False,6.0,14.0,19.65,5.65
36.0,Male,Education,4.85,Instagram,59.0,6.86,8.99,7.96,6.0,6.48,1.26,1.0,False,False,2.0,3.0,8.64,7.62
54.0,Female,Finance,3.63,Twitter,67.0,6.82,2.73,2.66,10.0,6.4,1.78,0.0,False,False,2.0,19.0,14.69,2.39
60.0,Female,IT,4.07,Instagram,59.0,7.81,5.26,5.34,8.0,5.68,1.45,6.0,False,True,1.0,9.0,15.02,5.77
21.0,Female,Finance,0.94,Instagram,68.0,10.79,4.44,4.3,4.0,6.72,1.07,9.0,False,False,1.0,22.0,3.19,3.9
61.0,Male,Student,10.39,Instagram,61.0,7.29,7.66,6.74,4.0,9.12,1.73,7.0,False,False,1.0,29.0,9.95,8.1
37.0,Male,Unemployed,0.63,Instagram,65.0,3.08,5.5,4.64,10.0,6.16,1.18,2.0,False,False,0.0,12.0,8.25,4.6
38.0,Male,Education,3.89,Telegram,54.0,8.58,2.13,1.57,7.0,7.44,1.46,1.0,False,False,0.0,23.0,0.04,2.64
27.0,Female,Health,1.62,Instagram,53.0,8.12,2.49,2.79,5.0,8.54,0.33,0.0,True,False,0.0,2.0,2.42,1.98
47.0,Male,Finance,3.31,Telegram,46.0,7.77,8.48,7.78,3.0,8.7,1.4,8.0,False,False,1.0,18.0,7.96,5.87
41.0,Male,Student,5.71,Twitter,56.0,6.68,4.43,3.66,4.0,7.5,0.66,1.0,True,False,4.0,10.0,31.14,5.58
65.0,Female,Health,6.79,Facebook,54.0,11.91,3.71,3.69,10.0,7.01,1.99,9.0,True,False,1.0,12.0,9.58,3.79
57.0,Male,Health,1.58,Instagram,66.0,3.32,4.22,4.0,4.0,8.05,2.6,7.0,False,False,0.0,9.0,14.74,2.2
55.0,Female,IT,0.0,Telegram,66.0,6.85,5.73,5.02,7.0,6.31,2.17,10.0,False,False,1.0,25.0,10.57,5.0
27.0,Male,Student,0.73,Twitter,68.0,7.86,8.85,7.7,10.0,5.71,0.49,6.0,False,False,4.0,28.0,7.69,7.67
28.0,Male,Education,1.44,Twitter,71.0,3.98,8.27,6.93,9.0,4.19,1.08,9.0,False,False,3.0,31.0,15.38,7.38
21.0,Female,Health,5.53,TikTok,58.0,9.56,5.41,4.93,7.0,5.34,1.18,5.0,True,False,2.0,5.0,6.21,5.89
57.0,Male,Education,3.99,Facebook,59.0,8.78,5.07,4.55,6.0,6.46,1.87,9.0,False,False,2.0,14.0,9.45,4.26
29.0,Female,Finance,2.63,Telegram,44.0,6.96,6.16,5.71,5.0,8.42,0.21,4.0,True,False,1.0,25.0,8.18,7.46
65.0,Female,Education,4.28,Facebook,63.0,5.09,2.06,2.89,8.0,7.46,0.43,9.0,False,True,1.0,29.0,21.64,3.07
44.0,Female,IT,3.91,Twitter,42.0,5.73,6.24,5.22,2.0,8.11,2.61,4.0,False,False,2.0,31.0,23.52,5.03
53.0,Male,Student,3.92,Facebook,60.0,4.65,8.49,7.5,7.0,6.35,1.0,3.0,False,False,1.0,23.0,25.97,7.47
18.0,Female,IT,4.13,Facebook,65.0,7.54,3.28,2.54,3.0,6.62,0.58,2.0,False,True,2.0,23.0,8.68,0.68
32.0,Male,Student,0.62,Facebook,64.0,7.53,8.99,7.75,9.0,6.15,0.29,10.0,False,False,3.0,11.0,25.48,6.21
26.0,Male,Unemployed,4.93,Twitter,60.0,10.5,3.55,2.65,10.0,7.27,1.6,10.0,True,False,1.0,10.0,19.19,1.79
36.0,Female,Unemployed,15.42,TikTok,60.0,2.61,3.68,2.45,2.0,7.87,2.27,5.0,True,False,3.0,26.0,11.95,3.88
57.0,Female,Finance,5.53,TikTok,58.0,8.26,5.18,4.15,6.0,5.83,1.29,9.0,False,False,3.0,20.0,3.67,4.31
51.0,Female,Health,6.06,Twitter,55.0,7.22,4.18,3.67,9.0,6.37,0.41,2.0,False,True,1.0,20.0,0.0,4.34
21.0,Male,Finance,2.7,Telegram,67.0,5.4,3.29,3.61,2.0,6.53,1.39,7.0,False,False,2.0,26.0,5.61,2.16
50.0,Male,Student,5.85,Telegram,53.0,8.27,7.55,6.84,9.0,6.6,1.32,1.0,False,False,2.0,22.0,8.88,6.3
54.0,Female,Finance,4.14,Telegram,78.0,4.68,3.69,3.25,2.0,8.23,0.54,6.0,True,True,3.0,4.0,6.37,2.7
44.0,Female,Finance,1.93,Telegram,52.0,7.07,6.42,5.93,6.0,3.9,0.92,1.0,False,False,4.0,31.0,13.77,4.83
34.0,Female,Health,1.82,Facebook,62.0,6.07,7.51,6.42,6.0,6.83,0.0,6.0,False,False,5.0,3.0,19.71,7.57
48.0,Male,Finance,2.63,TikTok,58.0,8.75,2.38,2.73,5.0,7.44,0.34,4.0,False,False,2.0,10.0,8.89,4.1
58.0,Male,Health,6.04,Instagram,68.0,4.37,8.48,7.54,5.0,7.5,0.43,5.0,False,True,4.0,11.0,5.4,7.63
48.0,Male,IT,3.13,Telegram,70.0,5.08,3.76,3.17,1.0,5.77,0.41,2.0,False,False,1.0,14.0,0.0,3.25
20.0,Female,Finance,4.35,Instagram,63.0,5.71,2.29,1.44,10.0,4.81,1.04,3.0,True,False,1.0,26.0,0.1,1.13
57.0,Male,Finance,1.5,Telegram,62.0,8.66,6.02,6.15,3.0,5.86,0.61,2.0,True,True,2.0,14.0,6.06,5.76
